2.62186660736,0.491635461436,-86.8410208392
4.52015033062,0.985459171495,-83.900563479
6.45398082644,1.37586200575,-80.5895710877
8.21995710514,1.70304168629,-77.326207823
10.1960333673,1.89295772693,-73.4583975211
11.8465433842,2.05243288581,-70.0246712097
12.8127498014,2.52576531022,-68.2653928053
14.4267041255,2.54277010609,-64.490382961
15.2489696035,3.03447095335,-62.7606624266
16.0257107641,3.52600365103,-60.8776021122
16.7904924778,4.01739294546,-58.7725527022
18.2737666522,3.79798605064,-54.3687564237
19.7141534626,3.50017158096,-50.0888855714
20.5003309251,3.56103587079,-47.6505019097
22.3415498678,3.05526591377,-42.7239116148
23.6947144582,2.54935323841,-38.8040778357
24.8950366182,2.04328411845,-35.43043097
25.6621054492,2.53368315227,-33.8544065519
26.6548896163,2.02730411146,-30.9371422781
27.5555975731,1.52081701285,-28.4511420036
28.4049562604,1.01423960975,-26.3107253158
29.1680107667,1.50424698013,-25.167363644
29.9512021251,0.997423069006,-23.1851257497
30.7112919095,0.490525558394,-21.4879675102
31.4534282026,-0.0164485670554,-20.06351361
